,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
27976,0.81,0.248,0.094,0.962,0.774,0.542,0.159,0.746,0.013,0.738
38357,0.979,0.674,0.815,0.831,0.812,0.898,0.815,0.135,0.448,0.874
4020,0.644,0.5528000000000001,0.871,0.831,0.647,0.315,0.159,0.652,0.591,0.696
32870,0.68,0.3538,0.014,0.486,0.292,0.529,0.162,0.279,0.018,0.185
10697,0.501,0.5614,0.404,0.646,0.577,0.063,0.873,0.202,0.661,0.806
464,0.354,0.30979999999999996,0.386,0.318,0.261,0.163,0.077,0.984,0.744,0.262
12313,0.721,0.41720000000000007,0.449,0.638,0.253,0.254,0.827,0.661,0.827,0.239
9288,0.021,0.3418,0.358,0.065,0.54,0.992,0.018,0.567,0.231,0.491
15118,0.485,0.611,0.424,0.025,0.396,0.624,0.65,0.357,0.293,0.007
32629,0.882,0.5481999999999999,0.506,0.192,0.301,0.662,0.068,0.318,0.544,0.885
30852,0.317,0.57,0.351,0.825,0.747,0.979,0.374,0.322,0.314,0.392
15158,0.85,0.001,0.189,0.432,0.163,0.048,0.414,0.873,0.117,0.26
37316,0.051,0.721,0.361,0.509,0.966,0.588,0.89,0.633,0.875,0.182
8923,0.468,0.137,0.393,0.658,0.909,0.761,0.158,0.321,0.03,0.932
4181,0.194,0.42160000000000003,0.109,0.531,0.255,0.985,0.52,0.718,0.134,0.527
16255,0.149,0.5024,0.031,0.834,0.54,0.299,0.405,0.468,0.684,0.031
24697,0.424,0.041,0.533,0.335,0.098,0.437,0.303,0.981,0.527,0.425
35869,0.412,0.5344,0.776,0.388,0.493,0.575,0.54,0.639,0.785,0.723
26938,0.187,0.5496000000000001,0.599,0.586,0.558,0.705,0.054,0.576,0.62,0.911
37429,0.961,0.6348,0.553,0.377,0.614,0.725,0.845,0.456,0.336,0.203
6137,0.916,0.46460000000000007,0.35,0.082,0.5,0.509,0.152,0.434,0.068,0.29
15400,0.608,0.403,0.656,0.364,0.172,0.276,0.272,0.281,0.851,0.575
31050,0.981,0.931,0.971,0.253,0.013,0.658,0.222,0.132,0.01,0.835
19135,0.852,0.269,0.136,0.814,0.912,0.839,0.094,0.961,0.202,0.196
27055,0.356,0.872,0.261,0.618,0.168,0.694,0.162,0.402,0.244,0.11
12160,0.521,0.43,0.645,0.223,0.312,0.313,0.698,0.238,0.93,0.815
4877,0.951,0.183,0.588,0.797,0.773,0.13,0.534,0.695,0.325,0.248
20986,0.684,0.61,0.343,0.568,0.736,0.107,0.947,0.168,0.252,0.115
7937,0.385,0.5589999999999999,0.262,0.067,0.378,0.427,0.992,0.324,0.011,0.21
32609,0.956,0.48579999999999995,0.253,0.006,0.544,0.957,0.09,0.463,0.069,0.322
14552,0.049,0.41859999999999997,0.794,0.483,0.519,0.433,0.045,0.31,0.716,0.658
25321,0.976,0.3644,0.129,0.258,0.71,0.517,0.559,0.969,0.221,0.85
12144,0.042,0.332,0.966,0.801,0.14,0.989,0.04,0.257,0.646,0.418
37120,0.924,0.052,0.708,0.195,0.725,0.615,0.541,0.063,0.578,0.895
37965,0.352,0.818,0.21,0.234,0.215,0.082,0.16,0.208,0.184,0.061
39437,0.545,0.805,0.332,0.937,0.843,0.979,0.53,0.212,0.118,0.773
16343,0.41,0.5948,0.771,0.982,0.289,0.793,0.516,0.744,0.38,0.734
6593,0.246,0.39899999999999997,0.281,0.73,0.413,0.519,0.21,0.302,0.092,0.483
12058,0.862,0.7867999999999999,0.979,0.755,0.606,0.366,0.825,0.082,0.025,0.946
20769,0.451,0.52,0.506,0.375,0.551,0.379,0.875,0.418,0.941,0.066
5859,0.509,0.659,0.05,0.992,0.867,0.48,0.73,0.961,0.797,0.316
13586,0.678,0.46299999999999997,0.825,0.446,0.267,0.076,0.24,0.306,0.799,0.763
12484,0.164,0.43100000000000005,0.758,0.927,0.278,0.082,0.62,0.617,0.279,0.54
24334,0.688,0.338,0.318,0.16,0.804,0.821,0.287,0.121,0.156,0.26
29479,0.362,0.865,0.091,0.171,0.972,0.154,0.814,0.236,0.067,0.761
30086,0.429,0.921,0.475,0.019,0.089,0.052,0.274,0.505,0.232,0.587
24705,0.273,0.5032,0.937,0.83,0.524,0.781,0.667,0.363,0.118,0.524
14664,0.334,0.49119999999999997,0.088,0.296,0.324,0.818,0.529,0.416,0.726,0.26
28134,0.438,0.036,0.801,0.166,0.776,0.489,0.964,0.508,0.545,0.411
21210,0.439,0.033,0.224,0.265,0.022,0.555,0.711,0.782,0.977,0.619
19876,0.633,0.4356,0.626,0.497,0.412,0.679,0.308,0.784,0.696,0.04
5513,0.411,0.689,0.293,0.012,0.773,0.457,0.125,0.55,0.794,0.448
31460,0.113,0.283,0.347,0.131,0.977,0.508,0.35,0.022,0.831,0.448
22524,0.356,0.908,0.17,0.092,0.937,0.399,0.45,0.172,0.977,0.406
17222,0.312,0.39740000000000003,0.853,0.767,0.71,0.733,0.776,0.154,0.449,0.564
866,0.306,0.8295999999999999,0.802,0.919,0.506,0.917,0.17,0.166,0.986,0.284
30213,0.587,0.5498000000000001,0.452,0.086,0.283,0.097,0.061,0.447,0.641,0.322
15841,0.143,0.352,0.247,0.075,0.372,0.421,0.557,0.762,0.319,0.209
36640,0.888,0.3438,0.714,0.457,0.504,0.47,0.176,0.382,0.826,0.586
38786,0.091,0.39699999999999996,0.521,0.473,0.539,0.68,0.021,0.904,0.845,0.155
34294,0.365,0.5606000000000001,0.263,0.751,0.559,0.209,0.021,0.803,0.306,0.4
15134,0.093,0.19319999999999998,0.516,0.506,0.277,0.848,0.827,0.019,0.526,0.832
9370,0.227,0.6086,0.723,0.278,0.239,0.966,0.232,0.567,0.359,0.619
10428,0.735,0.4236,0.188,0.944,0.684,0.128,0.357,0.863,0.639,0.218
10369,0.892,0.3766,0.22,0.896,0.599,0.688,0.13,0.118,0.466,0.874
23948,0.629,0.451,0.801,0.538,0.82,0.569,0.427,0.881,0.431,0.575
33251,0.295,0.33,0.721,0.981,0.102,0.591,0.502,0.729,0.651,0.676
36272,0.451,0.635,0.209,0.288,0.611,0.275,0.566,0.072,0.504,0.622
35146,0.513,0.997,0.378,0.032,0.741,0.619,0.157,0.971,0.424,0.866
664,0.34,0.163,0.276,0.23,0.855,0.268,0.395,0.077,0.763,0.798
484,0.725,0.627,0.344,0.164,0.175,0.323,0.514,0.326,0.878,0.202
5076,0.623,0.6397999999999999,0.574,0.832,0.621,0.578,0.088,0.416,0.451,0.344
12802,0.108,0.019,0.474,0.953,0.102,0.139,0.412,0.669,0.508,0.309
24292,0.107,0.068,0.939,0.718,0.786,0.8,0.875,0.07,0.569,0.697
27488,0.995,0.538,0.728,0.427,0.936,0.941,0.815,0.372,0.126,0.193
10709,0.145,0.551,0.892,0.344,0.871,0.806,0.402,0.391,0.394,0.741
1738,0.777,0.6421999999999999,0.572,0.073,0.535,0.069,0.617,0.184,0.443,0.535
18027,0.863,0.831,0.793,0.334,0.998,0.396,0.651,0.841,0.447,0.64
18469,0.139,0.999,0.568,0.862,0.793,0.077,0.882,0.325,0.256,0.095
5467,0.705,0.854,0.667,0.137,0.773,0.956,0.297,0.862,0.98,0.835
15054,0.24,0.233,0.778,0.398,0.434,0.738,0.971,0.427,0.619,0.413
2958,0.003,0.3578,0.87,0.878,0.643,0.429,0.364,0.573,0.877,0.694
6700,0.18,0.5596,0.235,0.255,0.61,0.461,0.75,0.412,0.485,0.583
24903,0.395,0.749,0.913,0.01,0.959,0.941,0.909,0.97,0.896,0.014
1122,0.418,0.5088,0.414,0.404,0.532,0.289,0.599,0.702,0.919,0.809
38542,0.16,0.5018,0.206,0.633,0.238,0.626,0.299,0.642,0.47,0.974
30182,0.004,0.022,0.55,0.463,0.828,0.637,0.235,0.767,0.238,0.815
7100,0.527,0.5498000000000001,0.096,0.432,0.33,0.918,0.689,0.018,0.686,0.856
7652,0.674,0.457,0.542,0.734,0.045,0.089,0.657,0.415,0.516,0.88
3013,0.812,0.4292000000000001,0.028,0.124,0.269,0.423,0.513,0.547,0.64,0.551
3653,0.024,0.502,0.194,0.581,0.64,0.597,0.515,0.159,0.978,0.737
13735,0.144,0.5384,0.615,0.804,0.687,0.976,0.299,0.826,0.285,0.925
31147,0.496,0.899,0.216,0.601,0.749,0.798,0.833,0.584,0.34,0.441
39225,0.179,0.4346,0.66,0.743,0.449,0.749,0.245,0.998,0.188,0.599
34125,0.591,0.41580000000000006,0.328,0.877,0.302,0.376,0.675,0.38,0.783,0.005
29417,0.319,0.5,0.66,0.362,0.061,0.585,0.946,0.864,0.074,0.653
30203,0.886,0.659,0.075,0.057,0.882,0.514,0.73,0.51,0.321,0.524
11810,0.34,0.094,0.36,0.537,0.767,0.296,0.725,0.951,0.553,0.991
6943,0.091,0.4182,0.104,0.756,0.69,0.779,0.836,0.101,0.932,0.993
8725,0.429,0.4788,0.894,0.467,0.57,0.083,0.724,0.271,0.717,0.663
30963,0.055,0.915,0.885,0.078,0.938,0.338,0.487,0.27,0.308,0.001
13253,0.508,0.31260000000000004,0.821,0.145,0.471,0.758,0.203,0.269,0.186,0.975
7840,0.867,0.143,0.573,0.784,0.802,0.241,0.418,0.064,0.243,0.903
37062,0.347,0.6237999999999999,0.893,0.69,0.359,0.962,0.932,0.824,0.025,0.653
12083,0.492,0.5970000000000001,0.815,0.866,0.622,0.702,0.078,0.026,0.298,0.686
28563,0.765,0.554,0.416,0.908,0.808,0.213,0.823,0.436,0.017,0.196
33386,0.066,0.624,0.246,0.838,0.777,0.896,0.85,0.888,0.19,0.285
28905,0.398,0.878,0.614,0.986,0.898,0.609,0.998,0.799,0.208,0.448
38248,0.526,0.639,0.254,0.737,0.868,0.397,0.863,0.493,0.961,0.45
26851,0.714,0.46320000000000006,0.156,0.529,0.408,0.611,0.899,0.819,0.153,0.222
20537,0.564,0.6106,0.729,0.519,0.637,0.484,0.623,0.144,0.07,0.782
26002,0.861,0.861,0.514,0.031,0.014,0.207,0.677,0.387,0.23,0.836
18622,0.877,0.6266,0.322,0.993,0.38,0.548,0.799,0.112,0.803,0.341
11841,0.94,0.636,0.155,0.938,0.132,0.453,0.574,0.054,0.352,0.307
31537,0.21,0.515,0.74,0.594,0.23,0.14,0.499,0.226,0.9,0.069
9478,0.158,0.5194,0.404,0.859,0.474,0.325,0.717,0.198,0.053,0.079
12009,0.65,0.232,0.908,0.516,0.796,0.367,0.436,0.176,0.684,0.472
35233,0.033,0.4286,0.615,0.609,0.613,0.631,0.257,0.116,0.741,0.709
34697,0.137,0.5898,0.884,0.498,0.317,0.583,0.553,0.302,0.677,0.473
36419,0.05,0.562,0.385,0.324,0.93,0.474,0.581,0.64,0.767,0.608
9769,0.018,0.478,0.16,0.783,0.743,0.89,0.521,0.661,0.256,0.719
8543,0.413,0.36079999999999995,0.798,0.108,0.624,0.256,0.832,0.657,0.737,0.485
35202,0.872,0.023,0.936,0.242,0.779,0.597,0.796,0.908,0.957,0.366
16542,0.32,0.5198,0.527,0.738,0.412,0.644,0.168,0.504,0.023,0.649
23850,0.939,0.4072,0.977,0.121,0.357,0.878,0.996,0.875,0.119,0.515
5357,0.416,0.826,0.544,0.881,0.027,0.63,0.509,0.341,0.317,0.492
19223,0.474,0.7125999999999999,0.267,0.607,0.541,0.469,0.028,0.572,0.82,0.164
21490,0.913,0.372,0.767,0.689,0.869,0.893,0.256,0.046,0.665,0.834
19813,0.59,0.145,0.932,0.982,0.784,0.69,0.57,0.142,0.627,0.325
5331,0.623,0.6683999999999999,0.19,0.345,0.404,0.945,0.532,0.301,0.922,0.322
9633,0.644,0.298,0.831,0.307,0.59,0.744,0.226,0.661,0.637,0.073
1166,0.019,0.21,0.485,0.692,0.076,0.03,0.946,0.792,0.411,0.861
29618,0.288,0.557,0.783,0.085,0.175,0.087,0.808,0.94,0.759,0.906
18524,0.373,0.5574,0.895,0.349,0.3,0.258,0.393,0.581,0.453,0.054
28663,0.944,0.346,0.832,0.281,0.799,0.531,0.183,0.582,0.73,0.617
15561,0.696,0.625,0.816,0.158,0.742,0.372,0.083,0.173,0.259,0.664
36024,0.987,0.597,0.441,0.555,0.425,0.428,0.794,0.362,0.452,0.908
28847,0.123,0.7414,0.184,0.639,0.238,0.922,0.565,0.215,0.436,0.024
8891,0.612,0.041,0.026,0.572,0.806,0.28,0.15,0.003,0.02,0.673
25887,0.181,0.668,0.109,0.404,0.793,0.909,0.371,0.63,0.154,0.971
6187,0.338,0.4473999999999999,0.036,0.47,0.586,0.291,0.834,0.413,0.21,0.16
37566,0.095,0.384,0.523,0.185,0.208,0.379,0.379,0.47,0.809,0.199
15871,0.139,0.652,0.211,0.317,0.878,0.492,0.891,0.447,0.399,0.605
21753,0.144,0.718,0.427,0.699,0.84,0.419,0.358,0.471,0.901,0.729
1366,0.945,0.441,0.757,0.139,0.135,0.941,0.149,0.888,0.284,0.252
37726,0.175,0.6268,0.023,0.077,0.36,0.026,0.668,0.598,0.312,0.306
30501,0.219,0.5196000000000001,0.57,0.149,0.259,0.777,0.07,0.349,0.42,0.394
980,0.05,0.4466,0.425,0.297,0.668,0.346,0.721,0.796,0.463,0.275
6760,0.82,0.6690000000000002,0.915,0.213,0.531,0.345,0.572,0.952,0.693,0.172
15653,0.051,0.3924,0.821,0.748,0.579,0.034,0.166,0.24,0.066,0.739
16918,0.046,0.5634,0.286,0.405,0.335,0.775,0.686,0.929,0.066,0.776
10157,0.583,0.75,0.518,0.442,0.757,0.56,0.196,0.267,0.048,0.614
31439,0.125,0.43339999999999995,0.127,0.259,0.298,0.272,0.587,0.947,0.822,0.223
38171,0.873,0.103,0.687,0.73,0.892,0.926,0.905,0.347,0.796,0.771
18789,0.137,0.4391999999999999,0.238,0.574,0.227,0.412,0.311,0.753,0.82,0.089
12725,0.044,0.3144,0.252,0.112,0.668,0.979,0.826,0.113,0.299,0.308
29884,0.754,0.6072,0.624,0.606,0.688,0.663,0.67,0.175,0.37,0.986
3058,0.605,0.4466,0.217,0.952,0.415,0.468,0.998,0.461,0.434,0.37
16114,0.089,0.8176,0.716,0.575,0.575,0.224,0.994,0.609,0.216,0.972
32062,0.936,0.106,0.688,0.88,0.742,0.164,0.469,0.559,0.215,0.521
2735,0.991,0.907,0.466,0.318,0.093,0.035,0.578,0.723,0.782,0.168
16003,0.804,0.43520000000000003,0.426,0.452,0.589,0.857,0.862,0.835,0.062,0.858
9426,0.496,0.801,0.56,0.215,0.079,0.771,0.592,0.56,0.088,0.729
39018,0.433,0.915,0.771,0.397,0.879,0.643,0.744,0.31,0.661,0.744
19633,0.404,0.5860000000000001,0.128,0.702,0.652,0.852,0.721,0.21,0.574,0.87
25110,0.638,0.4822,0.868,0.415,0.518,0.07,0.165,0.702,0.647,0.567
16996,0.655,0.3428,0.982,0.116,0.638,0.572,0.198,0.711,0.399,0.607
21394,0.525,0.639,0.968,0.915,0.323,0.329,0.742,0.536,0.089,0.361
36869,0.183,0.541,0.031,0.231,0.241,0.182,0.214,0.742,0.608,0.763
5160,0.968,0.4446,0.217,0.546,0.644,0.24,0.75,0.869,0.175,0.186
8612,0.876,0.791,0.918,0.415,0.84,0.217,0.658,0.891,0.95,0.945
30193,0.173,0.5284000000000001,0.114,0.35,0.589,0.85,0.661,0.935,0.038,0.777
11658,0.498,0.305,0.695,0.104,0.061,0.464,0.699,0.112,0.07,0.415
15181,0.219,0.833,0.938,0.271,0.163,0.406,0.029,0.137,0.253,0.03
21080,0.327,0.4718,0.618,0.835,0.395,0.801,0.558,0.724,0.084,0.44
31104,0.406,0.595,0.484,0.925,0.739,0.633,0.233,0.479,0.815,0.666
25432,0.164,0.467,0.903,0.303,0.037,0.154,0.273,0.736,0.54,0.69
25909,0.413,0.6094,0.965,0.068,0.393,0.65,0.9,0.818,0.444,0.65
30274,0.035,0.297,0.753,0.619,0.769,0.784,0.16,0.912,0.561,0.479
13459,0.112,0.354,0.281,0.177,0.333,0.246,0.855,0.887,0.381,0.765
30139,0.137,0.718,0.898,0.767,0.185,0.086,0.1,0.017,0.267,0.765
19471,0.917,0.266,0.488,0.291,0.07,0.966,0.297,0.727,0.08,0.574
5348,0.287,0.5157999999999999,0.679,0.311,0.482,0.383,0.357,0.81,0.685,0.514
33173,0.768,0.37559999999999993,0.807,0.556,0.414,0.382,0.157,0.589,0.962,0.51
22417,0.782,0.5614,0.735,0.0,0.353,0.466,0.442,0.635,0.617,0.057
8416,0.01,0.2882,0.238,0.757,0.309,0.293,0.636,0.257,0.829,0.64
790,0.453,0.5002,0.663,0.912,0.237,0.951,0.143,0.463,0.927,0.625
10424,0.479,0.5982,0.061,0.187,0.627,0.301,0.231,0.984,0.483,0.987
36166,0.908,0.1662,0.446,0.048,0.512,0.63,0.001,0.62,0.059,0.715
31561,0.639,0.966,0.981,0.323,0.016,0.136,0.01,0.19,0.683,0.819
27305,0.791,0.671,0.403,0.368,0.015,0.544,0.797,0.497,0.967,0.202
22141,0.555,0.657,0.93,0.599,0.06,0.441,0.803,0.462,0.883,0.089
17416,0.148,0.259,0.557,0.973,0.006,0.749,0.888,0.039,0.2,0.494
33201,0.223,0.824,0.407,0.549,0.823,0.446,0.53,0.85,0.103,0.716
9303,0.964,0.462,0.376,0.912,0.861,0.897,0.634,0.819,0.472,0.694
39920,0.752,0.864,0.658,0.221,0.975,0.017,0.256,0.687,0.756,0.8
3069,0.974,0.349,0.722,0.556,0.823,0.46,0.124,0.957,0.764,0.442
25543,0.71,0.487,0.709,0.421,0.097,0.359,0.759,0.143,0.23,0.145
3282,0.815,0.5208,0.677,0.505,0.265,0.519,0.205,0.547,0.164,0.546
21967,0.511,0.717,0.819,0.245,0.803,0.989,0.061,0.317,0.653,0.693
18245,0.215,0.4404,0.318,0.306,0.526,0.205,0.845,0.965,1.0,0.312
39645,0.858,0.4582,0.224,0.505,0.246,0.162,0.56,0.036,0.79,0.699
1884,0.388,0.4574000000000001,0.83,0.935,0.636,0.609,0.847,0.864,0.346,0.321
34357,0.982,0.209,0.443,0.518,0.09,0.371,0.775,0.734,0.205,0.595
18462,0.965,0.869,0.46,0.175,0.732,0.24,0.81,0.864,0.64,0.493
28751,0.058,0.689,0.406,0.733,0.191,0.881,0.189,0.732,0.882,0.185
16426,0.327,0.867,0.946,0.162,0.849,0.156,0.202,0.616,0.509,0.929
26747,0.901,0.5824,0.185,0.571,0.701,0.911,0.402,0.898,0.878,0.447
16224,0.649,0.44160000000000005,0.963,0.305,0.685,0.699,0.201,0.718,0.58,0.794
40376,0.655,0.6602,0.246,0.223,0.394,0.174,0.174,0.357,0.641,0.989
37648,0.277,0.43099999999999994,0.673,0.467,0.38,0.918,0.735,0.619,0.704,0.69
29284,0.012,0.296,0.508,0.557,0.711,0.589,0.645,0.184,0.636,0.939
20723,0.756,0.30660000000000004,0.828,0.714,0.562,0.722,0.44,0.847,0.845,0.71
37267,0.822,0.42700000000000005,0.906,0.827,0.567,0.136,0.208,0.256,0.327,0.972
20821,0.019,0.997,0.681,0.976,0.773,0.156,0.743,0.531,0.62,0.394
5582,0.216,0.279,0.386,0.844,0.105,0.073,0.648,0.813,0.18,0.606
12469,0.73,0.186,0.686,0.7,0.749,0.577,0.533,0.522,0.361,0.655
35943,0.763,0.24180000000000001,0.362,0.877,0.432,0.12,0.076,0.846,0.629,0.985
8141,0.319,0.6164,0.259,0.229,0.689,0.008,0.016,0.76,0.888,0.713
38398,0.568,0.4302,0.648,0.446,0.674,0.712,0.372,0.183,0.539,0.642
5980,0.081,0.3738,0.842,0.573,0.604,0.573,0.648,0.115,0.128,0.691
20259,0.805,0.03,0.81,0.763,0.898,0.999,0.725,0.012,0.144,0.23
27841,0.907,0.4444,0.709,0.841,0.614,0.265,0.335,0.574,0.09,0.769
5838,0.72,0.586,0.027,0.966,0.924,0.123,0.342,0.54,0.353,0.748
5485,0.533,0.575,0.237,0.931,0.84,0.681,0.087,0.568,0.819,0.24
6897,0.743,0.356,0.399,0.233,0.979,0.238,0.599,0.922,0.683,0.738
20687,0.254,0.5826,0.878,0.549,0.689,0.351,0.558,0.631,0.398,0.556
29744,0.878,0.6348,0.418,0.416,0.577,0.072,0.252,0.159,0.535,0.976
3662,0.219,0.418,0.944,0.925,0.568,0.016,0.346,0.175,0.38,0.07
29389,0.458,0.3618,0.337,0.573,0.492,0.019,0.846,0.021,0.482,0.808
36097,0.372,0.6542,0.66,0.318,0.669,0.966,0.506,0.516,0.993,0.966
10063,0.311,0.546,0.927,0.11,0.007,0.398,0.826,0.282,0.08,0.524
21365,0.495,0.879,0.397,0.225,0.016,0.193,0.641,0.4,0.587,0.191
31985,0.015,0.362,0.512,0.949,0.562,0.18,0.236,0.287,0.083,0.168
4107,0.264,0.145,0.673,0.17,0.047,0.001,0.628,0.139,0.2,0.078
21813,0.826,0.872,0.757,0.205,0.001,0.689,0.957,0.11,0.8,0.547
12212,0.083,0.858,0.43,0.425,0.121,0.289,0.876,0.493,0.125,0.047
2876,0.247,0.697,0.322,0.484,0.932,0.047,0.252,0.242,0.495,0.234
21191,0.903,0.5814,0.662,0.208,0.394,0.003,0.849,0.248,0.781,0.707
29459,0.182,0.782,0.241,0.776,0.184,0.733,0.289,0.656,0.312,0.509
37333,0.606,0.5812,0.041,0.27,0.313,0.274,0.769,0.705,0.685,0.232
30717,0.436,0.201,0.08,0.504,0.9,0.181,0.702,0.222,0.442,0.139
12508,0.286,0.7762,0.428,0.444,0.391,0.551,0.669,0.79,0.201,0.005
6826,0.21,0.7016,0.746,0.953,0.386,0.276,0.082,0.616,0.381,0.134
9618,0.801,0.029,0.365,0.15,0.868,0.452,0.933,0.571,0.593,0.545
23260,0.985,0.424,0.429,0.177,0.822,0.819,0.699,0.874,0.641,0.609
27549,0.718,0.5254,0.802,0.157,0.657,0.152,0.878,0.847,0.767,0.819
18925,0.915,0.367,0.553,0.884,0.996,0.334,0.486,0.68,0.154,0.7
7881,0.992,0.128,0.996,0.368,0.158,0.543,0.113,0.229,0.113,0.988
24745,0.067,0.253,0.208,0.055,0.215,0.047,0.946,0.678,0.894,0.824
4457,0.75,0.523,0.649,0.293,0.948,0.552,0.553,0.553,0.572,0.063
36780,0.606,0.4542,0.662,0.385,0.578,0.768,0.445,0.852,0.629,0.589
33309,0.806,0.5538000000000001,0.484,0.057,0.643,0.147,0.746,0.954,0.544,0.386
34708,0.548,0.339,0.953,0.484,0.736,0.304,0.008,0.526,0.928,0.828
35962,0.948,0.465,0.119,0.655,0.772,0.905,0.052,0.848,0.562,0.175
7954,0.951,0.594,0.511,0.086,0.811,0.946,0.56,0.028,0.779,0.805
13352,0.465,0.481,0.187,0.232,0.194,0.805,0.529,0.492,0.807,0.751
38747,0.116,0.817,0.516,0.031,0.765,0.84,0.235,0.483,0.626,0.75
8814,0.471,0.1214,0.824,0.024,0.351,0.254,0.898,0.531,0.275,0.66
19770,0.524,0.437,0.201,0.996,0.746,0.196,0.043,0.317,0.615,0.683
37327,0.043,0.081,0.17,0.98,0.152,0.832,0.479,0.713,0.838,0.596
10601,0.438,0.48260000000000003,0.996,0.445,0.662,0.049,0.345,0.591,0.012,0.522
7752,0.663,0.535,0.571,0.532,0.912,0.797,0.373,0.725,0.057,0.149
5986,0.397,0.5642,0.574,0.222,0.337,0.465,0.157,0.077,0.816,0.229
31102,0.74,0.44320000000000004,0.547,0.762,0.478,0.478,0.387,0.972,0.274,0.493
28354,0.821,0.637,0.092,0.294,0.063,0.607,0.38,0.527,0.235,0.482
5729,0.766,0.81,0.128,0.022,0.954,0.835,0.529,0.677,0.789,0.312
14829,0.501,0.4382,0.581,0.737,0.618,0.976,0.01,0.359,0.026,0.36
11238,0.031,0.16620000000000001,0.632,0.143,0.288,0.246,0.5,0.84,0.556,0.574
1698,0.646,0.6988000000000001,0.014,0.62,0.534,0.993,0.487,0.908,0.404,0.682
39130,0.668,0.6799999999999999,0.016,0.598,0.304,0.671,0.523,0.412,0.745,0.628
37940,0.479,0.442,0.541,0.082,0.174,0.192,0.411,0.981,0.279,0.87
14311,0.322,0.3936,0.995,0.71,0.518,0.763,0.29,0.656,0.465,0.301
821,0.044,0.929,0.056,0.185,0.208,0.453,0.824,0.9,0.819,0.177
36452,0.154,0.953,0.133,0.632,0.893,0.625,0.955,0.206,0.728,0.297
20928,0.196,0.617,0.188,0.621,0.597,0.698,0.382,0.881,0.644,0.82
23722,0.474,0.216,0.258,0.166,0.214,0.049,0.474,0.841,0.327,0.501
25222,0.632,0.399,0.074,0.968,0.159,0.736,0.598,0.217,0.656,0.534
17828,0.062,0.6814,0.871,0.57,0.564,0.442,0.17,0.947,0.886,0.149
13505,0.462,0.843,0.728,0.94,0.052,0.579,0.547,0.467,0.407,0.001
88,0.968,0.5196000000000001,0.434,0.453,0.688,0.367,0.705,0.974,0.622,0.342
30616,0.791,0.6564,0.963,0.341,0.288,0.395,0.105,0.81,0.198,0.861
18183,0.858,0.37279999999999996,0.004,0.097,0.547,0.305,0.226,0.794,0.061,0.291
37329,0.984,0.6354,0.532,0.971,0.399,0.037,0.626,0.678,0.782,0.562
13075,0.756,0.745,0.279,0.96,0.169,0.627,0.305,0.862,0.178,0.832
12637,0.839,0.5926,0.337,0.4,0.678,0.659,0.102,0.574,0.668,0.415
38933,0.737,0.885,0.247,0.005,0.05,0.421,0.26,0.527,0.686,0.132
17470,0.571,0.208,0.935,0.048,0.855,0.968,0.82,0.053,0.557,0.235
25189,0.901,0.017,0.027,0.214,0.835,0.417,0.514,0.617,0.396,0.136
25960,0.57,0.882,0.802,0.572,0.042,0.429,0.506,0.124,0.624,0.22
27936,0.528,0.519,0.989,0.596,0.423,0.518,0.883,0.343,0.71,0.878
21375,0.294,0.6658000000000001,0.761,0.434,0.532,0.624,0.189,0.408,0.436,0.323
9254,0.513,0.5115999999999999,0.251,0.757,0.435,0.857,0.213,0.04,0.469,0.304
39938,0.466,0.077,0.083,0.009,0.884,0.262,0.2,0.599,0.472,0.464
5929,0.646,0.828,0.557,0.477,0.788,0.697,0.178,0.149,0.78,0.83
29014,0.4,0.49379999999999996,0.666,0.071,0.683,0.505,0.705,0.879,0.37,0.404
34185,0.931,0.318,0.741,0.968,0.756,0.695,0.067,0.783,0.68,0.373
30655,0.699,0.378,0.389,0.582,0.605,0.756,0.616,0.477,0.211,0.817
33640,0.285,0.365,0.872,0.398,0.166,0.775,0.224,0.857,0.222,0.833
30410,0.174,0.235,0.292,0.258,0.208,0.379,0.306,0.755,0.525,0.731
27075,0.106,0.921,0.261,0.349,0.114,0.517,0.301,0.674,0.456,0.214
16790,0.407,0.988,0.685,0.9,0.782,0.862,0.229,0.411,0.865,0.229
10732,0.999,0.4452,0.893,0.269,0.469,0.574,0.506,0.208,0.647,0.134
36905,0.061,0.293,0.707,0.892,0.79,0.793,0.65,0.536,0.436,0.014
37770,0.985,0.4404,0.94,0.688,0.547,0.029,0.288,0.606,0.37,0.076
39472,0.228,0.127,0.766,0.372,0.752,0.972,0.747,0.04,0.246,0.883
34711,0.312,0.40940000000000004,0.793,0.192,0.381,0.252,0.859,0.891,0.173,0.508
26912,0.395,0.716,0.541,0.813,0.851,0.495,0.984,0.387,0.466,0.016
38294,0.325,0.634,0.512,0.738,0.925,0.767,0.431,0.586,0.352,0.86
30745,0.767,0.954,0.519,0.164,0.758,0.038,0.829,0.489,0.048,0.504
8033,0.824,0.36,0.042,0.666,0.754,0.362,0.818,0.333,0.932,0.724
4653,0.641,0.26680000000000004,0.538,0.164,0.368,0.06,0.072,0.454,0.564,0.182
25072,0.707,0.076,0.832,0.303,0.066,0.944,0.132,0.956,0.547,0.444
26544,0.147,0.21,0.742,0.539,0.031,0.914,0.715,0.469,0.392,0.431
85,0.813,0.4606,0.457,0.441,0.33,0.55,0.209,0.667,0.129,0.689
7539,0.54,0.4114,0.439,0.365,0.469,0.7,0.258,0.836,0.209,0.939
