,ln(VOTES/POP),POP,EDUCATION,HOUSES,INCOME,XCOORD
2192,-0.476505,9.814711,9.243872,8.766706,,-117633581.0
536,-0.358751,9.011524,8.398184,8.130648,11.148362,-116405397.0
125,-0.440925,9.026898,8.340695,8.198639,10.932928,-92679917.0
2133,-0.668591,9.836546,9.127176,8.966229,,-96881194.0
1254,-0.473901,11.600488,10.971761,10.626363,,-86446483.0
2574,-0.637379,9.862509,9.204222,8.964056,,-100814547.0
1976,-0.301295,8.621013,7.879291,7.734996,10.568467,-100637482.0
2550,-0.541463,9.008836,7.811973,8.033658,,-98523719.0
2412,-0.764528,10.10651,9.088512,9.059982,12.168308,-89411842.0
2075,-0.664276,10.744192,10.011086,9.649111,,-83059872.0
484,-0.689798,8.405367,7.30586,7.359468,,-84528309.0
1654,-0.271422,6.413459,6.025866,5.32301,8.48467,-101743191.0
2976,-0.620731,12.047663,11.4429,10.991426,,-81525708.0
2351,-0.214392,8.223091,7.547502,7.343426,10.062796,-97195229.0
2698,-0.93508,9.675897,8.126223,8.599694,11.194729,-98733280.0
1774,-0.932305,10.39992,9.453914,9.148252,12.376764,-108259921.0
918,-0.314409,8.120291,7.589336,7.261927,10.33358,-99915560.0
1646,-0.43285,8.661294,8.16877,7.721349,10.824029,-97596394.0
1026,-0.792585,9.752025,8.784622,8.726319,11.762267,-86878708.0
1030,-0.660546,8.879333,7.971086,7.984803,,-87261194.0
882,-0.379223,7.861342,7.332369,7.013915,9.992414,-100491052.0
1335,-0.293074,9.03229,8.293049,8.119101,11.076496,-96253818.0
2304,-0.630442,9.143025,8.165648,8.173293,,-81024023.0
364,-0.751686,9.141954,8.071219,8.107117,11.144077,-83231790.0
2125,-0.892728,9.946882,9.288319,8.804775,12.01287,-99410293.0
27,-0.665008,11.205231,10.430816,10.211891,,-86038250.0
473,-0.790536,8.949625,8.030084,8.013674,10.954991,-83401430.0
525,-0.189847,7.665753,7.167809,6.726233,9.816185,-113173931.0
725,-0.37282,9.122711,8.489616,8.223091,11.338608,-86694563.0
55,-0.685151,9.552155,8.49331,8.596559,,-85456433.0
638,-0.506352,11.687643,11.119097,10.651525,,-90565507.0
302,-0.550798,8.61323,7.745436,7.653495,,-83193638.0
2702,-0.806582,8.127109,7.393263,7.071573,10.640149,-100541264.0
1276,-0.446086,9.766178,9.125,8.873468,11.901238,-85579887.0
2978,-0.507617,9.665611,8.580544,8.660947,,-82070911.0
624,-0.364184,9.566895,8.873048,8.606668,11.944026,-90178196.0
2055,-0.619765,10.771323,10.159756,9.767954,,-83160746.0
1280,-0.346135,9.997114,9.256269,8.929038,11.982291,-94923443.0
1049,-0.634492,8.749415,7.728416,7.766841,,-84829736.0
336,-0.697122,10.506573,9.856396,9.4697,,-81146851.0
47,-0.851988,10.75212,9.882468,9.775881,12.785261,-86313058.0
106,-0.58232,10.881795,10.229513,9.866357,,-93153957.0
1079,-0.433397,9.546455,8.339262,8.537192,11.645286,-91063961.0
2286,-0.765407,9.021236,8.076205,7.990915,10.962336,-80780909.0
2261,-0.6524,10.976406,10.260462,9.993328,,-79033390.0
1144,-0.365978,10.334035,9.861102,9.395741,12.328631,-68368446.0
2472,-0.784522,10.978251,10.307184,10.00478,13.281421,-86456380.0
2296,-0.689524,9.37983,8.299535,8.313362,,-81970777.0
1836,-0.458369,11.622219,11.121215,10.53428,13.928926,-74065955.0
1753,-0.580603,10.726017,10.0871,9.685207,,-75361703.0
1101,-0.706315,12.658211,12.064607,11.502703,,-90102407.0
1968,-0.194723,7.401842,6.878326,6.498282,9.610257,-103843934.0
523,-0.270664,10.640053,10.205442,9.654962,12.979317,-111601604.0
2280,-0.573232,8.865029,7.840313,7.760467,,-81354905.0
1428,-0.483321,9.237956,8.37563,8.350902,,-89501240.0
2719,-0.782073,10.747079,9.989803,9.621788,13.10253,-96970943.0
603,-0.554405,11.17263,10.472035,10.061474,,-87862732.0
1489,-0.476643,8.544419,7.997999,7.667158,,-95213430.0
2437,-0.713042,8.561975,7.289611,7.254885,,-89492300.0
60,-0.878645,10.81368,9.89963,9.758924,12.815096,-86169488.0
2847,-0.744656,9.470163,8.624252,8.444838,11.563609,-78011777.0
671,-0.47156,10.015655,9.420277,9.015906,,-86475786.0
92,-0.406382,9.436998,8.604838,8.569786,11.363474,-92028995.0
666,-0.505101,9.078864,8.511175,8.191463,,-86228533.0
1887,-0.931326,11.650267,10.693988,10.565196,13.840829,-81181376.0
280,-0.40296,11.46446,10.976765,10.368981,13.851631,-72523893.0
1719,-0.568998,9.173469,8.681351,8.243283,,-119192374.0
359,-1.098812,10.125951,9.227394,8.811801,12.173818,-83250851.0
899,-0.419796,8.013674,7.555382,7.07327,10.23236,-99286898.0
1935,-0.684311,10.473845,9.530248,9.514732,,-80253246.0
1994,-0.615929,7.609862,6.763885,6.122493,,-101048926.0
2398,-0.611563,9.930129,8.93406,9.012743,,-88452112.0
760,-0.439058,9.773208,9.20934,8.79255,12.063028,-92307767.0
2158,-0.525554,10.358726,9.760598,9.438909,,-95602914.0
2717,-0.876662,10.020114,9.107865,8.761393,12.002137,-101151496.0
42,-0.406403,8.987322,7.894691,7.915713,10.691331,-86642632.0
2173,-0.468733,10.081801,9.601436,9.019059,,-123711298.0
204,-0.563275,12.307193,11.890121,11.194482,,-122928697.0
1473,-0.610909,9.466145,8.543251,8.56121,,-91302620.0
2100,-0.672425,9.977621,9.181632,8.999496,,-98380745.0
68,-0.959035,10.977858,10.407017,9.86563,13.105555,-109736956.0
1875,-0.79641,10.472997,9.472858,9.461488,12.398662,-78665189.0
2465,-0.965002,9.448018,8.280458,8.437934,11.407532,-84513935.0
2231,-0.847307,11.654668,10.941695,10.613344,13.749814,-79649092.0
137,-0.578117,9.406318,8.57697,8.505525,,-94224002.0
796,-0.352055,8.978282,8.313852,8.058011,11.171941,-92315493.0
2180,-0.268419,7.307202,6.922644,6.25575,9.575192,-120207947.0
2128,-0.496096,10.510096,9.957455,9.58004,,-97143581.0
758,-0.440135,11.50242,10.934267,10.447003,13.880481,-92306913.0
541,-0.430805,10.631133,10.18373,9.682404,12.846083,-116696797.0
1019,-0.653621,9.166806,7.964156,8.119101,,-82732444.0
2374,-0.557405,10.804624,10.285718,9.688374,,-102820047.0
165,-0.805536,12.79709,12.12343,11.563067,15.092371,-119647934.0
248,-0.548561,11.617213,11.119275,10.456338,,-105456325.0
1331,-0.460308,11.079462,10.651407,10.044379,13.518753,-92399150.0
2017,-0.712616,11.360205,10.662586,10.356091,,-84150453.0
446,-1.287213,10.753126,9.916601,9.531336,12.851224,-83267821.0
1358,-0.299069,11.212374,10.836832,10.286434,13.741386,-92889207.0
2145,-0.621995,9.027138,8.238273,8.15191,,-95620470.0
1329,-0.401308,9.647498,8.967249,8.687105,11.83427,-95757316.0
3012,-0.433812,9.217515,8.519391,8.288786,11.238383,-89773485.0
2150,-0.613672,10.080126,9.348187,9.129889,,-94810733.0
434,-0.841239,8.946245,7.852439,7.931644,10.975431,-82635986.0
2122,-0.457879,8.167636,7.616284,7.3518,10.49269,-99652312.0
577,-0.570373,9.472012,8.88364,8.473032,,-88904690.0
2477,-0.842709,8.089789,6.969791,7.219642,10.051088,-85462045.0
2839,-0.870727,9.965993,8.914088,8.871926,11.951516,-78365114.0
1848,-0.580849,10.970213,10.352172,9.98939,,-77053546.0
762,-0.461988,9.639392,9.137124,8.605387,11.939284,-95160763.0
388,-1.005223,9.803225,8.748464,8.740177,11.728972,-82851471.0
235,-0.553524,9.955558,9.406154,8.930626,,-105437970.0
2699,-0.69384,8.884749,8.086718,7.959276,,-98839489.0
1984,-0.227995,7.410347,6.618739,6.483107,9.611128,-101345343.0
267,-0.38608,9.196241,8.849227,8.05611,11.69742,-106987384.0
770,-0.349722,9.263407,8.678972,8.353261,11.450678,-92317007.0
2165,-0.621918,10.219356,9.602518,9.344784,,-95522791.0
437,-0.674654,8.690642,7.462789,7.672292,,-82656169.0
673,-0.524109,9.87699,9.164192,8.949625,,-87075782.0
249,-0.372024,9.282475,8.604838,8.205492,11.240119,-104043298.0
2201,-0.327047,8.567696,8.14119,7.62657,10.728825,-117172910.0
1574,-0.313079,9.145375,8.666475,8.144098,11.208246,-109222007.0
2142,-0.538618,9.069122,8.297045,8.105911,,-97072616.0
2081,-0.581239,12.849906,12.289099,11.796148,,-81532341.0
2712,-0.534726,8.845633,7.921898,7.942007,,-95124857.0
2661,-0.766753,9.414097,8.555644,8.449128,11.603525,-100398609.0
2837,-0.733503,8.900004,7.949797,7.890583,10.882903,-78281290.0
448,-0.990868,9.442563,8.381144,8.395703,11.470112,-82481896.0
1469,-0.554167,11.492866,11.025279,10.442084,,-94423343.0
716,-0.601883,10.096048,9.450616,9.167328,,-85417334.0
2484,-0.700925,10.567438,9.915169,9.617604,,-86298660.0
2709,-0.675327,9.624303,8.813438,8.665613,,-94968314.0
2048,-0.521995,10.69528,9.973713,9.695356,,-82536254.0
1901,-0.744491,9.883336,8.895493,8.739056,11.765387,-83144428.0
1168,-0.464204,11.315462,10.973426,10.248672,13.99234,-76934399.0
82,-0.714746,9.791326,8.972337,8.85723,,-91772262.0
2867,-0.807474,10.206366,9.578311,9.222071,12.599064,-77452829.0
1460,-0.397495,9.632138,9.008347,8.774158,11.677762,-92771901.0
1893,-0.958846,10.550905,9.515101,9.377971,12.423431,-77656287.0
1668,-0.286228,6.820016,6.278521,5.863631,8.958025,-99719073.0
2000,-0.33543,8.867709,8.226306,7.816417,11.045048,-97166212.0
475,-1.060267,11.771814,11.000165,10.469114,13.880087,-82074001.0
517,-0.193843,8.373323,7.890957,7.501634,10.537919,-111333251.0
404,-0.650754,7.313887,6.224558,6.36647,,-82898962.0
384,-0.67649,7.800163,6.647688,6.674561,,-84992951.0
2642,-0.692208,8.916372,8.036573,8.033658,,-94357498.0
2152,-0.661051,10.814947,9.986311,9.468774,,-96974496.0
1633,-0.573293,8.893984,8.407155,7.955776,,-102987292.0
2959,-0.535518,9.92818,8.853523,8.900549,,-81719842.0
688,-0.44921,10.921613,10.552239,9.963029,13.558276,-86052183.0
1240,-0.459758,11.094892,10.663288,10.172751,13.634834,-83911893.0
62,-0.900908,11.515382,10.697611,10.26615,13.569332,-87523765.0
852,-0.519481,8.755107,8.090402,7.890583,,-95292028.0
2849,-0.731516,9.451324,8.382747,8.540714,11.494099,-80285090.0
2566,-0.590354,9.03884,7.933438,7.94094,,-99107956.0
1262,-0.361958,9.218904,8.701679,8.302266,11.395863,-84606547.0
223,-0.509249,8.571681,8.267449,7.571474,,-105635856.0
2193,-0.541022,11.896697,11.394772,10.782948,,-122577765.0
373,-0.607659,8.251142,6.99851,7.088409,,-84618910.0
1824,-0.585362,11.062819,10.523715,10.005954,,-77294965.0
2628,-0.797294,8.946896,7.952967,8.032685,11.063947,-96956390.0
2970,-0.609532,9.237372,8.444407,8.320205,,-78613302.0
2971,-0.569135,10.278734,9.623244,9.293394,,-80580986.0
2781,-0.483346,10.522369,10.06126,9.510815,,-72570174.0
9,-0.732962,9.502935,8.487764,8.530109,11.532522,-85605750.0
1944,-0.74334,9.343034,8.185629,8.207947,11.170646,-78097308.0
1838,-0.567409,9.414913,8.801018,8.48529,,-76876981.0
708,-0.557539,13.215544,12.610257,12.034922,,-86137996.0
255,-0.613736,9.31425,8.697179,8.381373,,-108595519.0
1617,-0.565249,10.035875,9.532641,8.945724,,-98500336.0
389,-0.975439,10.088057,9.118115,9.010303,12.100673,-83768332.0
1581,-0.43794,9.4362,8.846497,8.321422,11.739192,-110105620.0
924,-0.400453,8.607582,8.110127,7.717796,10.721438,-99347033.0
2036,-0.517144,10.721106,10.246758,9.754233,,-83665018.0
2630,-0.865079,10.380032,9.513256,9.438113,12.658444,-94812381.0
1224,-0.568202,10.281376,9.452109,9.126741,,-88646621.0
1946,-0.736235,10.12539,9.169623,8.880864,11.991653,-81696969.0
739,-0.380415,9.376448,8.816408,8.449557,11.747832,-86051606.0
40,-0.954159,10.951683,10.014537,9.67269,12.971736,-85355886.0
868,-0.56568,10.202072,9.644846,9.208939,,-96836897.0
539,-0.276368,9.120416,8.561784,8.20303,11.156907,-112305477.0
2601,-0.580676,9.8523,9.241451,8.9334,,-101361364.0
1371,-0.447308,8.796793,7.708411,7.835184,10.583929,-89920015.0
1145,-0.467157,11.268303,10.692944,10.200216,13.393303,-69766433.0
1031,-0.820623,10.600303,9.571923,9.230535,12.516648,-84277115.0
372,-0.91353,9.168059,8.107419,7.93666,11.202111,-83957134.0
667,-0.468393,9.539356,8.988071,8.600799,,-86564568.0
357,-0.691859,8.73295,7.679251,7.746733,,-82451152.0
967,-0.723506,8.603554,7.611348,7.589336,,-84082706.0
1353,-0.331304,9.733174,8.994793,8.859931,11.675112,-94898987.0
1035,-0.667771,9.063926,7.770223,8.121777,,-82520177.0
470,-0.646436,8.727292,7.773174,7.679251,,-83473603.0
1396,-0.368868,9.099074,8.098339,8.239857,11.017579,-89823388.0
2715,-0.585409,8.014336,7.157735,6.990257,,-102042245.0
1549,-0.491243,9.374328,8.785387,8.557759,,-93465214.0
1256,-0.443428,13.489618,13.055321,12.484227,16.193452,-83383683.0
2094,-0.373096,8.573384,8.045268,7.745868,10.835199,-98323046.0
1555,-0.609715,9.383873,8.253748,8.458928,,-90877114.0
2682,-0.666041,9.243388,8.184514,8.275122,,-96514023.0
1250,-0.290093,8.822175,8.1277,7.997663,10.850424,-85096098.0
1699,-0.353343,7.190676,6.781058,6.144186,9.390159,-103771264.0
1252,-0.527952,10.38801,9.757941,9.50002,,-85149369.0
2880,-0.834635,8.479076,7.446001,7.448334,10.514529,-79357099.0
79,-0.577324,10.852168,10.423114,9.88812,,-112554041.0
1172,-0.710284,9.827632,9.078294,8.855378,,-76083257.0
814,-0.46296,9.974738,9.308193,8.954544,12.177781,-93101356.0
1852,-0.765114,11.201169,10.402655,10.18021,13.383111,-79398440.0
2220,-0.635475,12.329855,11.868255,11.21309,,-75751932.0
2724,-1.228009,11.003266,9.8816,9.684461,12.88676,-99327204.0
2105,-0.353044,7.860185,7.349231,6.966024,10.016414,-102515919.0
133,-0.456256,8.522778,7.710653,7.661998,10.455618,-92934055.0
1140,-0.426141,11.164275,10.427121,9.984468,13.23629,-70207899.0
933,-0.287876,8.140316,7.565793,7.319202,10.228754,-99308728.0
928,-0.595123,10.765618,10.227923,9.786898,,-98089515.0
823,-0.536819,8.693329,8.015658,7.74023,,-95619348.0
1531,-0.525185,8.409385,7.630461,7.558517,,-93016703.0
1214,-0.414804,10.195672,9.650078,9.264355,12.343894,-86872975.0
504,-0.862836,9.450302,8.282483,8.339979,11.425503,-82794869.0
3070,-0.431271,10.129148,9.414097,9.193601,12.247128,-88756369.0
2395,-0.862596,10.761323,9.911208,9.686823,12.905314,-84859853.0
1996,-0.590781,9.696094,8.945593,8.636575,,-102664071.0
2434,-0.785373,10.034165,9.089302,9.017241,11.968665,-83447215.0
1958,-0.346152,7.930925,7.306531,7.078342,9.925836,-102519454.0
1384,-0.592826,8.76499,7.877397,7.898411,,-88640021.0
894,-0.532027,9.274441,8.7977,8.405591,,-95381731.0
828,-0.42435,12.300237,11.848519,11.249689,14.738907,-93568953.0
3022,-0.376994,10.330747,9.803059,9.361945,12.563747,-89329917.0
1683,-0.418591,8.015988,7.484369,7.138867,9.889389,-96239620.0
2667,-0.649818,9.604879,8.783703,8.706325,,-94306867.0
2651,-0.525674,8.155649,7.261225,7.228388,,-98593910.0
2603,-0.641799,8.606302,7.747165,7.723562,,-98175532.0
652,-0.371572,9.328568,8.482188,8.417594,11.535068,-89417134.0
172,-0.532012,10.252418,9.744433,9.33847,,-122762036.0
38,-0.747805,10.960357,10.192943,9.951658,13.134432,-87647581.0
2961,-0.651203,10.026634,9.352361,9.026177,,-80584356.0
713,-0.539075,10.149331,9.618535,9.171288,,-86892842.0
90,-0.648919,9.770756,8.886271,8.645059,,-93176507.0
3058,-0.394366,8.54714,7.832014,7.584265,10.637705,-92001352.0
1205,-0.550224,10.244841,9.628853,9.292565,,-85054402.0
2563,-0.800797,11.353637,10.840992,10.350382,13.976102,-95773554.0
2678,-0.69833,9.359277,8.395026,8.429018,,-95051014.0
1827,-0.614005,11.272229,10.561422,10.211009,,-76203861.0
1155,-0.381662,11.506525,10.946887,10.487601,13.673692,-70674321.0
1324,-0.342934,9.449357,8.736811,8.543835,11.52594,-93632525.0
216,-0.472213,12.231843,11.92844,11.231504,,-104331552.0
510,-0.711047,8.585786,7.41397,7.586804,,-83435742.0
1680,-0.47485,8.746398,8.162801,7.728416,,-95847155.0
499,-0.892889,9.833387,8.789051,8.778942,11.891218,-84298271.0
2632,-0.407962,7.865572,7.273093,6.939254,10.182104,-100271621.0
1856,-0.457182,9.698245,8.653994,8.80177,11.550761,-81501738.0
1388,-0.666472,12.074859,11.469485,10.893103,,-90443598.0
1519,-0.579379,9.716073,9.051696,8.567886,,-94883035.0
2386,-0.401765,8.9297,8.34593,7.972466,11.02952,-96651542.0
2819,-0.619638,9.4064,8.291045,8.50208,,-81228499.0
2076,-0.583552,10.676254,10.08247,9.703389,,-83145322.0
1540,-0.585294,10.321309,9.520102,9.393079,,-90464643.0
1217,-0.39119,9.697385,9.227984,8.712266,11.89748,-84980670.0
1416,-0.739135,10.186521,9.224835,8.812397,12.055378,-88880002.0
2217,-0.471034,8.487352,7.895808,7.520776,,-78204884.0
2610,-0.736528,10.755752,10.074369,9.803778,13.064993,-97364638.0
1676,-0.613753,10.033463,9.431241,8.982436,,-97599502.0
1197,-0.480512,10.015253,9.365034,9.111183,,-83197631.0
1542,-0.551805,9.818148,9.07738,8.810907,,-93203843.0
953,-0.609331,9.08591,8.506132,8.224164,,-95741661.0
750,-0.4402,9.732581,9.163249,8.832004,11.999522,-86864802.0
234,-0.744357,12.296407,11.831685,11.088889,14.592227,-104521087.0
732,-0.471751,10.221505,9.589256,9.266532,,-85791160.0
3098,-0.547529,9.631285,9.176163,8.593043,,-109563230.0
1156,-0.651708,11.008943,10.302465,9.952421,,-78689600.0
2666,-0.718288,9.764225,8.98532,8.79936,,-98305804.0
2445,-0.81716,9.326522,8.110127,8.431417,11.379714,-86005371.0
1209,-0.365915,9.571645,8.973985,8.698514,11.630851,-84496125.0
1065,-0.746461,9.035749,7.981733,8.059592,10.99055,-87184928.0
2156,-0.559346,9.030496,8.180881,8.106213,,-95364329.0
1062,-0.752171,9.232493,8.360773,8.213382,11.351453,-86581939.0
1167,-0.677577,11.516001,10.94884,10.391362,,-76300012.0
1492,-0.537109,8.960211,8.082093,8.0077,,-90756821.0
2564,-0.655414,8.531293,7.728856,7.632401,,-95218629.0
884,-0.571232,8.431417,7.86442,7.38461,,-101309300.0
143,-0.629355,10.510341,9.833923,9.564091,,-92674589.0
3045,-0.343516,9.542087,8.852665,8.626227,11.586195,-89071360.0
850,-0.517464,9.391912,8.89371,8.409608,,-93734605.0
717,-0.396611,8.188133,7.402452,7.260523,10.373772,-84967871.0
2942,-0.47069,9.459386,8.932345,8.555452,,-123780620.0
2502,-0.651555,9.252537,8.417373,8.367068,,-97629102.0
264,-0.651363,11.397301,10.792777,10.384647,,-104506384.0
75,-0.843117,10.577121,9.832958,9.484557,12.62253,-110319661.0
2492,-0.796045,9.453522,8.524169,8.516393,11.728698,-96277412.0
395,-0.771211,9.047351,7.999679,8.066208,11.028855,-85504714.0
2638,-0.646938,8.768419,7.852828,7.857868,,-99346716.0
2224,-0.688698,10.745464,10.051045,9.679594,,-76402903.0
2899,-1.16718,8.301273,7.520776,7.192182,10.588401,-77452060.0
396,-0.597837,8.113726,6.943122,7.247793,,-84171192.0
1365,-0.606749,10.047804,9.177817,9.084664,,-88576325.0
2591,-0.660577,10.359804,9.537051,9.460632,,-95852317.0
1903,-0.617491,8.814479,7.746301,7.780721,,-77366004.0
595,-0.434212,10.071583,9.456653,9.095378,12.353863,-87823619.0
2109,-0.508702,8.581482,7.854769,7.693937,,-98373904.0
1296,-0.338884,9.206734,8.656781,8.332549,11.443168,-92862056.0
1821,-0.640836,12.007683,11.390713,10.918954,,-78793919.0
872,-0.580711,8.801921,8.134761,7.844241,,-95147708.0
3013,-0.326803,9.396156,8.784009,8.40894,11.371569,-90558463.0
2326,-0.373749,7.562162,6.873164,6.475433,9.398395,-101660099.0
1548,-0.595354,9.946499,9.01469,9.003685,,-89946349.0
36,-0.630333,13.096892,12.466481,11.96845,,-86896716.0
2618,-0.586507,7.995644,7.21891,7.080868,,-99749899.0
2143,-0.612876,10.767706,10.069129,9.785323,,-95379437.0
2649,-0.569616,10.964502,10.433645,9.954371,,-102020215.0
977,-0.771628,9.738495,8.560827,8.796339,11.622605,-83051391.0
1571,-0.465745,9.006264,8.432942,8.037543,11.270739,-104901246.0
1122,-0.345116,9.5377,8.603004,8.470311,11.720769,-90795960.0
2239,-0.641935,9.51834,8.754319,8.571303,,-77401666.0
2504,-0.898713,11.668124,11.006789,10.533695,14.122561,-95435296.0
1892,-0.817816,12.356624,11.680751,11.175731,14.67213,-79788578.0
675,-0.486288,9.691717,9.019543,8.730367,,-85502051.0
728,-0.483001,9.716375,8.966484,8.785692,,-85260258.0
412,-0.905059,9.858699,8.999496,8.962776,12.133975,-84126721.0
1516,-0.50778,9.237177,8.480529,8.385489,,-92885762.0
1649,-0.438133,8.50025,7.997999,7.589336,10.468602,-99914748.0
825,-0.418891,9.113058,8.559869,8.117312,11.311201,-94679762.0
616,-0.467669,10.48243,9.809067,9.577411,12.6778,-89921179.0
114,-0.634014,9.631285,8.584291,8.5781,,-91213910.0
417,-0.937433,10.564705,9.899178,9.4572,12.837531,-81494234.0
1625,-0.404986,8.048469,7.499423,7.16472,10.085934,-99934182.0
3041,-0.442699,11.373893,10.731428,10.321112,13.76952,-87805528.0
89,-0.690807,9.352274,8.280711,8.338306,,-91297700.0
2082,-0.613314,12.05369,11.491293,11.047121,,-80755132.0
753,-0.346096,8.347116,7.855932,7.440147,10.410998,-94702444.0
2546,-0.906132,9.533076,8.465057,8.565031,11.566798,-97355051.0
1630,-0.45669,8.945072,8.29455,7.976939,11.001966,-97249480.0
11,-0.516584,9.308374,8.321665,8.406038,,-88265781.0
2444,-0.64194,9.691408,8.703009,8.79437,,-88564230.0
284,-0.508748,11.090752,10.366781,9.935035,,-71988490.0
1066,-0.390956,8.825854,7.978311,7.883069,10.863087,-87875037.0
1191,-0.472433,12.534912,12.102516,11.463504,,-70737379.0
1440,-0.531815,9.43875,8.441391,8.537976,,-88702081.0
2901,-0.791545,11.549065,10.897665,10.192044,13.808944,-76514160.0
2900,-0.656579,9.514806,8.729074,8.390723,,-79863824.0
2808,-0.829285,9.685518,8.573763,8.546558,11.71071,-77630071.0
1568,-0.183577,8.367532,7.953318,7.382124,10.61445,-110439017.0
2427,-0.824763,9.514732,8.476996,8.374708,11.408786,-89286435.0
2670,-0.740799,9.129022,8.201112,8.04687,11.331883,-102723149.0
1687,-0.505383,9.895959,9.384042,8.932873,,-97525384.0
851,-0.587294,9.338294,8.744966,8.445697,,-95300019.0
2207,-0.575234,13.914993,13.362408,12.775144,,-79981194.0
895,-0.321926,8.276649,7.840706,7.410952,10.286503,-98218036.0
496,-0.759375,8.739056,7.631917,7.603898,10.706811,-83627404.0
2305,-0.804318,10.194477,9.348362,9.24754,12.368115,-80587852.0
1782,-0.616306,9.648595,8.828055,8.541495,,-104827478.0
335,-0.880981,12.752985,12.169378,11.576848,15.006096,-81322127.0
515,-0.188278,7.736307,7.213768,6.810142,9.886189,-116454682.0
1348,-0.348938,9.290352,8.524169,8.365672,11.433655,-94229375.0
1015,-0.495852,9.35876,8.118505,8.307459,,-82954044.0
2908,-0.669784,12.044665,11.25576,10.607748,,-77474584.0
2903,-0.880812,8.125039,7.166266,7.055313,10.299946,-82626090.0
1781,-0.768417,10.835553,10.153078,9.827092,13.067461,-108323153.0
2569,-0.643711,8.19174,7.215975,7.167038,,-101299846.0
1785,-0.431474,9.030615,8.304495,7.977282,10.935907,-106934282.0
2070,-0.465934,9.657907,8.828055,8.61993,11.647037,-83072020.0
356,-0.595855,8.302018,7.063048,7.25347,,-82874736.0
2952,-0.399071,7.882315,7.296413,6.956545,10.352331,-123427978.0
1312,-0.383323,9.401291,8.80162,8.490438,11.576041,-93769353.0
1635,-0.464883,8.866441,8.16962,7.959276,10.991864,-97087884.0
550,-0.529128,8.581107,7.758761,7.571474,,-116168352.0
2388,-0.448758,9.525224,8.928773,8.401558,11.662534,-97386759.0
2479,-0.771839,11.089057,10.306817,9.969697,13.249465,-82497179.0
2521,-0.877737,10.226621,9.363233,9.208439,12.299791,-95166649.0
2265,-0.876184,10.111802,9.406154,8.925188,12.156273,-77064657.0
1227,-0.520983,10.472403,9.812632,9.454306,,-85072760.0
2886,-0.689685,10.451725,9.534306,9.296702,,-79408300.0
957,-0.665777,9.23708,8.126223,8.265907,,-86190429.0
1773,-0.527105,9.286931,8.576782,8.316789,,-107748657.0
2141,-0.607488,10.029547,9.330787,9.118992,,-95236667.0
1008,-0.512473,8.401558,7.619724,7.479864,,-88975533.0
1092,-0.652382,12.451748,11.839773,11.258988,,-91093592.0
2771,-0.577529,11.335496,10.774258,10.114356,,-73087693.0
996,-0.769302,9.108086,8.227108,8.165364,11.227428,-84613029.0
1679,-0.446156,8.116118,7.531552,7.180831,10.053243,-97994262.0
153,-0.744264,10.503477,9.544453,9.463742,12.417378,-91745790.0
2882,-0.747453,11.263528,10.562638,10.183465,13.542223,-76308771.0
580,-0.404736,9.665294,9.034319,8.732788,11.86721,-87747173.0
1470,-0.474354,9.30665,8.775704,8.393442,,-94402026.0
703,-0.856334,9.683215,8.843326,8.766082,11.877923,-85426159.0
1212,-0.394429,10.508623,10.002654,9.614938,12.927525,-84611757.0
896,-0.435286,12.163186,11.880156,11.178613,14.875546,-94822151.0
487,-0.698323,8.598589,7.385231,7.576097,,-84251439.0
559,-0.423962,9.068316,8.155362,8.066521,11.021461,-89339803.0
1141,-0.612882,11.042458,10.340354,9.950419,,-68590815.0
1119,-0.324393,10.699913,9.936826,9.663897,12.941491,-89346092.0
512,-0.67284,8.84246,7.724888,7.865955,,-83167590.0
633,-0.264711,8.070594,7.160846,7.037028,10.013597,-88573214.0
2677,-0.169856,7.451242,6.561031,6.504288,9.345396,-99806875.0
1664,-0.491212,8.918918,8.320448,7.997327,,-97145681.0
1012,-0.758546,9.809891,9.033245,8.645762,11.922927,-84582333.0
1931,-0.858645,11.203897,10.321046,10.187613,13.347681,-80522881.0
1150,-0.377611,9.431883,8.845777,8.518193,11.385024,-69295028.0
2905,-0.546373,8.67761,8.151045,7.809135,,-76290436.0
116,-0.500505,9.441135,8.536604,8.48405,,-93461165.0
740,-0.526175,8.456381,7.807917,7.471363,,-84922882.0
2861,-0.714798,10.008928,8.877103,9.049115,,-82095390.0
1974,-0.330204,8.429454,7.730175,7.510978,10.427506,-98530109.0
1081,-0.584909,9.895909,9.146228,8.909911,,-93340564.0
1810,-0.129071,8.209308,7.693937,7.36074,10.223068,-74501200.0
830,-0.446788,9.563037,9.009692,8.494129,11.742894,-92531890.0
119,-0.702029,9.194109,7.874739,8.040769,,-90780318.0
656,-0.585678,12.286394,11.730421,11.246352,,-87982396.0
2830,-0.756381,8.867709,8.244071,7.864804,11.168306,-77154814.0
2789,-0.817141,10.565144,9.729194,9.542159,12.601181,-79133094.0
3034,-0.387633,9.955368,9.382443,8.935377,12.298187,-89601700.0
635,-0.221854,8.357494,7.757479,7.410952,10.764371,-89282204.0
369,-0.714403,8.796188,7.727976,7.83637,,-81437630.0
268,-0.228469,7.894691,7.187657,6.835185,9.782619,-106298793.0
46,-0.68205,9.963594,8.932873,9.00516,,-87886567.0
991,-0.756029,10.397177,9.282661,9.393245,12.400578,-82748301.0
876,-0.582947,9.863186,9.193499,8.758884,,-99314761.0
